Date,open_x,open_y
4 May 2020 14:30:00,23.729999542236,99.388000488281
4 May 2020 15:00:00,23.299999237061,99.468002319336
4 May 2020 15:30:00,23.590000152588,99.498001098633
4 May 2020 16:00:00,23.959999084473,99.474998474121
4 May 2020 16:30:00,23.989999771118,99.620002746582
4 May 2020 17:00:00,23.569999694824,99.555000305176
4 May 2020 17:30:00,23.35000038147,99.574996948242
4 May 2020 18:00:00,23.819999694824,99.567001342773
4 May 2020 18:30:00,24.079999923706,99.611999511719
4 May 2020 19:00:00,23.940000534058,99.61799621582
4 May 2020 19:30:00,23.870000839233,99.59700012207
4 May 2020 20:00:00,24.020000457764,99.582000732422
4 May 2020 20:30:00,24.39999961853,99.582000732422
4 May 2020 21:00:00,24.75,99.567001342773
4 May 2020 21:30:00,24.760000228882,99.561996459961
4 May 2020 22:00:00,25.049999237061,99.61799621582
4 May 2020 22:30:00,25.079999923706,99.623001098633
4 May 2020 23:00:00,24.959999084473,99.623001098633
4 May 2020 23:30:00,25.090000152588,99.623001098633
5 May 2020 00:00:00,25.090000152588,99.623001098633
5 May 2020 02:00:00,25.190000534058,99.584999084473
5 May 2020 02:30:00,24.959999084473,99.50700378418
5 May 2020 03:00:00,25.329999923706,99.49299621582
5 May 2020 03:30:00,25.069999694824,99.468002319336
5 May 2020 04:00:00,25.370000839233,99.483001708984
5 May 2020 04:30:00,25.479999542236,99.457000732422
5 May 2020 05:00:00,25.549999237061,99.498001098633
5 May 2020 05:30:00,25.520000457764,99.501998901367
5 May 2020 06:00:00,25.450000762939,99.523002624512
5 May 2020 06:30:00,25.520000457764,99.52799987793
5 May 2020 07:00:00,25.579999923706,99.501998901367
5 May 2020 07:30:00,25.430000305176,99.485000610352
5 May 2020 08:00:00,25.459999084473,99.468002319336
5 May 2020 08:30:00,25.700000762939,99.462997436523
5 May 2020 09:00:00,26.090000152588,99.529998779297
5 May 2020 09:30:00,26.120000839233,99.626998901367
5 May 2020 10:00:00,26.090000152588,99.561996459961
5 May 2020 10:30:00,26.270000457764,99.495002746582
5 May 2020 11:00:00,26.110000610352,99.930000305176
5 May 2020 11:30:00,26.059999465942,100.05500030518
5 May 2020 12:00:00,26.299999237061,99.904998779297
5 May 2020 12:30:00,26.299999237061,99.86799621582
5 May 2020 13:00:00,26.360000610352,99.938003540039
5 May 2020 13:30:00,26.35000038147,99.938003540039
5 May 2020 14:00:00,26.270000457764,99.976997375488
5 May 2020 14:30:00,26.379999160767,99.843002319336
5 May 2020 15:00:00,26.64999961853,99.898002624512
5 May 2020 15:30:00,26.879999160767,99.733001708984
5 May 2020 16:00:00,27.239999771118,99.639999389648
5 May 2020 16:30:00,27.200000762939,99.775001525879
5 May 2020 17:00:00,26.75,99.86799621582
5 May 2020 17:30:00,26.870000839233,99.845001220703
5 May 2020 18:00:00,27.340000152588,99.819999694824
5 May 2020 18:30:00,27.379999160767,99.851997375488
5 May 2020 19:00:00,27.75,99.845001220703
5 May 2020 19:30:00,27.409999847412,99.849998474121
5 May 2020 20:00:00,27.60000038147,99.828002929688
5 May 2020 20:30:00,27.840000152588,99.748001098633
5 May 2020 21:00:00,27.89999961853,99.75700378418
5 May 2020 21:30:00,27.940000534058,99.824996948242
5 May 2020 22:00:00,28.010000228882,99.807998657227
5 May 2020 22:30:00,28.079999923706,99.843002319336
5 May 2020 23:00:00,28.469999313354,99.843002319336
5 May 2020 23:30:00,28.629999160767,99.843002319336
6 May 2020 02:00:00,29.0,99.837997436523
6 May 2020 02:30:00,28.010000228882,99.828002929688
6 May 2020 03:00:00,27.879999160767,99.860000610352
6 May 2020 03:30:00,27.64999961853,99.86499786377
6 May 2020 04:00:00,27.920000076294,99.834999084473
6 May 2020 04:30:00,28.0,99.828002929688
6 May 2020 05:00:00,28.079999923706,99.824996948242
6 May 2020 05:30:00,27.930000305176,99.837997436523
6 May 2020 06:00:00,27.809999465942,99.870002746582
6 May 2020 06:30:00,27.709999084473,99.851997375488
6 May 2020 07:00:00,27.840000152588,99.830001831055
6 May 2020 07:30:00,27.89999961853,99.843002319336
6 May 2020 08:00:00,27.700000762939,99.828002929688
6 May 2020 08:30:00,27.870000839233,99.947998046875
6 May 2020 09:00:00,27.969999313354,99.875
6 May 2020 09:30:00,28.040000915527,99.84700012207
6 May 2020 10:00:00,27.959999084473,99.932998657227
6 May 2020 10:30:00,28.370000839233,100.17700195312
6 May 2020 11:00:00,28.790000915527,100.13500213623
6 May 2020 11:30:00,28.60000038147,100.21299743652
6 May 2020 12:00:00,28.450000762939,100.23500061035
6 May 2020 12:30:00,28.569999694824,100.19799804688
6 May 2020 13:00:00,28.670000076294,100.11199951172
6 May 2020 13:30:00,28.239999771118,100.11199951172
6 May 2020 14:00:00,27.799999237061,100.04699707031
6 May 2020 14:30:00,27.469999313354,100.13500213623
6 May 2020 15:00:00,26.719999313354,100.06700134277
6 May 2020 15:30:00,27.319999694824,100.04299926758
6 May 2020 16:00:00,26.940000534058,100.07299804688
6 May 2020 16:30:00,26.979999542236,100.20999908447
6 May 2020 17:00:00,26.799999237061,100.19200134277
6 May 2020 17:30:00,26.340000152588,100.17199707031
6 May 2020 18:00:00,26.280000686646,100.17199707031
6 May 2020 18:30:00,26.520000457764,100.07499694824
6 May 2020 19:00:00,26.370000839233,100.11799621582
6 May 2020 19:30:00,26.14999961853,100.08999633789
6 May 2020 20:00:00,26.340000152588,100.09999847412
6 May 2020 20:30:00,26.85000038147,100.12699890137
6 May 2020 21:00:00,26.840000152588,100.14800262451
6 May 2020 21:30:00,27.110000610352,100.16200256348
6 May 2020 22:00:00,27.020000457764,100.2200012207
6 May 2020 22:30:00,27.040000915527,100.22499847412
6 May 2020 23:00:00,26.909999847412,100.22499847412
6 May 2020 23:30:00,26.989999771118,100.22499847412
7 May 2020 02:00:00,26.950000762939,100.24800109863
7 May 2020 02:30:00,26.889999389648,100.27300262451
7 May 2020 03:00:00,27.020000457764,100.25499725342
7 May 2020 03:30:00,27.14999961853,100.24299621582
7 May 2020 04:00:00,27.040000915527,100.22200012207
7 May 2020 04:30:00,27.040000915527,100.19000244141
7 May 2020 05:00:00,26.920000076294,100.19999694824
7 May 2020 05:30:00,26.909999847412,100.18499755859
7 May 2020 06:00:00,26.950000762939,100.20300292969
7 May 2020 06:30:00,27.10000038147,100.20700073242
7 May 2020 07:00:00,27.079999923706,100.20999908447
7 May 2020 07:30:00,26.959999084473,100.25
